laptop_id,model_name,brand,price_inr,rating,cpu_brand,cpu_tier,cpu_generation,cpu_cores,cpu_threads,ram_gb,ram_type,ssd_gb,hdd_gb,display_size_in,resolution_label,resolution_px,touchscreen,gpu_model,gpu_vram_gb,gpu_dedicated,os,warranty_years
96,Asus TUF Gaming F15 FX506HF-HN025W Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,52990,66.0,Intel,Core i5,11.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
97,Acer Predator Helios Neo 16 PHN16-71 Gaming Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),Acer,112500,70.0,Intel,Core i7,13.0,16.0,24.0,16.0,DDR5,1024,0,16.0,1920x1200,2304000.0,False,RTX 4050,6,True,Windows 11,1
98,HP Victus 15-fa0998TX Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,68990,68.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
99,HP 255 G8 689T4PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),HP,25580,55.0,AMD,Ryzen 3,3.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
100,MSI Modern 14 C7M-062IN Laptop (Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11),MSI,37990,59.0,AMD,Ryzen 5,7.0,6.0,12.0,16.0,DDR4,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
101,MSI Sword 15 A12VF-401IN Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),MSI,94990,74.0,Intel,Core i7,12.0,10.0,16.0,16.0,DDR5,1024,0,15.6,1920x1080,2073600.0,False,RTX 4060,8,True,Windows 11,2
102,Samsung Galaxy Book2 NP550XED-KA2IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Samsung,52990,56.0,Intel,Core i5,12.0,10.0,12.0,16.0,LPDDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
103,Dell Vostro 3520 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),Dell,46490,54.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
104,Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),Dell,108000,59.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,14.0,1366x768,1049088.0,False,Iris Xe Graphics,0,False,Windows 11,1
105,Asus ROG Flow X13 GV301RC-LJ073WS Gaming Laptop (AMD Ryzen 9 6900HS/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),Asus,89990,75.0,AMD,Ryzen 9,6.0,8.0,16.0,16.0,LPDDR5,1024,0,13.4,1920x1200,2304000.0,True,RTX 3050,0,True,Windows 11,1
106,Asus Vivobook 16X 2022 M1603QA-MB502WS Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11 Home),Asus,46890,62.0,AMD,Ryzen 5,5.0,6.0,12.0,8.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,M1,0,False,Windows 11,1
107,Asus Vivobook 16X 2022 M1603QA-MB711WS Laptop (Ryzen 7-5800H/ 16GB/ 512GB SSD/ Win11 Home),Asus,55200,64.0,AMD,Ryzen 7,5.0,8.0,16.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,M1,0,False,Windows 11,1
108,HP Victus 16-e0352AX Gaming Laptop (Ryzen 5-5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,44990,65.0,AMD,Ryzen 5,5.0,6.0,12.0,8.0,DDR4,512,0,16.1,1920x1080,2073600.0,False,GTX 1650,4,True,Windows 11,1
109,Asus Vivobook 15 Touch X515EA-EZ311WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),Asus,31990,54.0,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,True,UHD Graphics,0,False,Windows 11,1
111,iBall Excelance CompBook Laptop (AQC/ 2GB/ 32GB/Win10),iBall,8000,,Intel,,,4.0,,2.0,DDR3,0,32,11.6,1366x768,1049088.0,False,Integrated,0,False,Windows 10,1
112,Samsung Galaxy Book 4 Edge Laptop (Snapdragon X Elite/ 16GB/ 512GB SSD/ Win11),Samsung,162990,55.0,Intel,Snapdragon,,,,32.0,LPDDR5X,512,0,16.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
113,HP Victus 15-fa1216TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ RTX 3050),HP,74490,62.0,Intel,Core i5,13.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,0,True,Windows 11,1
114,HP Victus 15-fa1128TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),HP,65990,64.0,Intel,Core i5,13.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
115,Lenovo Legion Pro 7i 2024 Gaming Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11 Home/ 12GB Graph),Lenovo,297758,,Intel,Core i9,14.0,24.0,32.0,32.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4080,12,True,Windows 11,1
116,Asus Zenbook S13 OLED 2024 UX5304MA-NQ762WS Laptop ( Intel Core Ultra 7 155U/ 32GB/ 1TB SSD/ Win11),Asus,139990,70.0,Intel,,,12.0,14.0,32.0,LPDDR5X,1024,0,13.3,2880x1800,5184000.0,False,Iris Xe Graphics,0,False,Windows 11,1
117,Lenovo ThinkPad P14s 21HF001EIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro),Lenovo,109990,71.0,Intel,Core i7,13.0,12.0,16.0,16.0,LPDDR5X,512,0,14.0,1920x1200,2304000.0,False,Integrated,4,True,Windows 11,3
118,Lenovo ThinkPad P14s 21HF001FIG Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 4GB Graphics),Lenovo,129990,72.0,Intel,Core i7,13.0,12.0,16.0,16.0,LPDDR5X,512,0,14.0,1920x1200,2304000.0,False,Integrated,4,True,Windows 11,3
119,Asus Zenbook S13 OLED 2024 UX5304MA-NQ752WS Laptop ( Intel Core Ultra 7 155U/ 16GB/ 1TB SSD/ Win11),Asus,129990,65.0,Intel,,,12.0,14.0,16.0,LPDDR5X,1024,0,13.3,2880x1800,5184000.0,False,Iris Xe Graphics,0,False,Windows 11,1
120,HP Envy x360 14-fc0106TU Laptop (Intel Core Ultra 7 155U/ 16GB/ 512GB SSD/ Win11),HP,108999,68.0,Intel,,,12.0,14.0,16.0,LPDDR5,512,0,14.0,1920x1200,2304000.0,True,Integrated,0,False,Windows 11,1
121,MSI Katana A17 AI B8VF-845IN Gaming Laptop (AMD Ryzen 7 8845HS/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,119990,77.0,AMD,Ryzen 7,8.0,8.0,16.0,16.0,DDR5,1024,0,17.3,1920x1080,2073600.0,False,RTX 4060,8,True,Windows 11,2
122,Apple MacBook Air 2024 MRYN3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple,154900,56.0,Apple,M3,,8.0,,8.0,DDR4,512,0,15.3,2880x1864,5368320.0,False,M3,0,False,Mac OS,1
123,Apple MacBook Air 15 2024 MRYR3HN/A Laptop (Apple M3/ 8GB/ 256GB SSD/ MacOS),Apple,133553,54.0,Apple,M3,,8.0,,8.0,DDR4,256,0,15.3,2880x1864,5368320.0,False,M3,0,False,Mac OS,1
124,Apple MacBook Air 2024 MRXW3HN/A Laptop (Apple M3/ 8GB/ 512GB SSD/ MacOS),Apple,134900,,Apple,M3,,10.0,,8.0,DDR4,512,0,13.6,2560x1664,4259840.0,False,M3,0,False,Mac OS,1
125,Apple MacBook Air 15 2024 Laptop (Apple M3/ 16GB/ 512GB SSD/ MacOS),Apple,174900,57.0,Apple,M3,,8.0,,16.0,DDR4,512,0,15.3,2880x1864,5368320.0,False,M3,0,False,Mac OS,1
126,MSI Vector 16 HX A14VGG-279IN Gaming Laptop (14th Gen Core i7/ 32GB/ 1TB SSD/ Win11 Home/ 8GB Graph),MSI,197990,,Intel,Core i7,14.0,20.0,28.0,32.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4070,8,True,Windows 11,2
127,Xiaomi Redmi Book Pro 16 2024 Laptop (Intel Core Ultra 5/ 32GB/ 1TB SSD/ Win 11),Xiaomi,69990,62.0,Intel,,,14.0,18.0,32.0,LPDDR5x,1024,0,16.0,3072x1920,5898240.0,False,Integrated,0,False,Windows 11,1
128,Xiaomi Redmi Book Pro 14 2024 Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win 11),Xiaomi,59990,61.0,Intel,,,14.0,18.0,16.0,LPDDR5x,512,0,14.0,2880x1800,5184000.0,False,Iris Xe Graphics,0,False,Windows 11,2
129,Lenovo Legion Y9000K 2024 Gaming Laptop (14th Gen Core i9/ 64GB/ 2TB SSD/ Win11/ 16GB Graph),Lenovo,349990,,Intel,Core i9,14.0,24.0,32.0,64.0,DDR5,2048,0,16.0,3200x2000,6400000.0,False,RTX 4090,16,True,Windows 11,1
130,Samsung Galaxy Book 4 360 NP750QGK-KG3IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 1TB SSD/ Win11),Samsung,138990,61.0,Intel,,,10.0,12.0,16.0,LPDDR5,1024,0,15.6,1920x1080,2073600.0,True,Integrated,0,False,Windows 11,1
131,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG1IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Samsung,163990,69.0,Intel,,,16.0,22.0,16.0,LPDDR5X,512,0,16.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
132,Samsung Galaxy Book 4 360 NP750QGK-KG2IN Laptop (Intel Core 7 Processor 150U/ 16GB/ 512GB SSD/ Win11),Samsung,122990,59.0,Intel,,,10.0,12.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,True,Integrated,0,False,Windows 11,1
133,Samsung Galaxy Book 4 360 NP750QGK-KG1IN Laptop (Intel Core 5 Processor 120U/ 16GB/ 512GB SSD/ Win11),Samsung,114990,57.0,Intel,,,10.0,12.0,16.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,True,Integrated,0,False,Windows 11,1
134,Samsung Galaxy Book 4 Pro 360 NP960QGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 1TB SSD/ Win11),Samsung,179990,70.0,Intel,,,16.0,22.0,16.0,LPDDR5X,1024,0,16.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
135,Acer Aspire Lite AL15-51 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Acer,49499,59.0,Intel,Core i7,11.0,4.0,8.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
136,Samsung Galaxy Book 4 Pro 14 NP940XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),Samsung,171990,72.0,Intel,,,16.0,22.0,32.0,LPDDR5X,1024,0,14.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
137,Samsung Galaxy Book 4 Pro 14 NP940XGK-KS1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),Samsung,131990,65.0,Intel,,,14.0,18.0,16.0,LPDDR5X,512,0,14.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
138,Samsung Galaxy Book 4 Pro NP960XGK-KG1IN Laptop (Intel Core Ultra 5/ 16GB/ 512GB SSD/ Win11),Samsung,141990,65.0,Intel,,,14.0,18.0,16.0,LPDDR5X,512,0,16.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
139,Samsung Galaxy Book 4 Pro NP960XGK-KG2IN Laptop (Intel Core Ultra 7/ 16GB/ 512GB SSD/ Win11),Samsung,149990,68.0,Intel,,,16.0,22.0,16.0,LPDDR5X,512,0,16.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
140,Samsung Galaxy Book 4 Pro NP960XGK-KG3IN Laptop (Intel Core Ultra 7/ 32GB/ 1TB SSD/ Win11),Samsung,181990,73.0,Intel,,,16.0,22.0,32.0,LPDDR5X,1024,0,16.0,2880x1800,5184000.0,True,Integrated,0,False,Windows 11,1
141,Lenovo IdeaPad Slim 5 83DA0049IN Laptop (Intel Core Ultra 5/ 16 GB RAM/ 1TB SSD/ Win 11),Lenovo,76990,,Intel,,,14.0,18.0,16.0,DDR4,1024,0,14.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
142,Asus VivoBook 15 X1500EA-EJ111WS Laptop (Intel Pentium Gold/ 8GB/ 256GB SSD/ Win11),Asus,25990,,Intel,Pentium,,2.0,4.0,8.0,DDR4,256,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
143,Dell G15-5530 GN5530D83M6001ORB1 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),Dell,79990,66.0,Intel,Core i5,13.0,10.0,16.0,16.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,6,True,Windows 11,1
144,HP 15-fd0221TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,60799,52.0,Intel,Core i5,13.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
145,HP Pavilion x360 14-ek0183TU Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),HP,54990,62.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,14.0,1920x1080,2073600.0,True,Integrated,0,False,Windows 11,1
146,Infinix INBook Y4 Max Series Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,43990,53.0,Intel,Core i5,13.0,10.0,12.0,16.0,LPDDR4X,512,0,16.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
147,HP Victus 15-fa1124TX Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),HP,58490,64.0,Intel,Core i5,12.0,8.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
148,Infinix INBook Y4 Max Series YL613 Laptop (13th Gen Core i3/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,36990,54.0,Intel,Core i3,13.0,6.0,8.0,16.0,LPDDR4X,512,0,16.0,1920x1200,2304000.0,False,Integrated,0,False,Windows 11,1
149,HP 245 G9 841W7PA Laptop (AMD Ryzen 3 3250U/ 8 GB RAM/ 512 GB SSD/ DOS),HP,24900,50.0,AMD,Ryzen 3,3.0,2.0,4.0,8.0,DDR4,512,0,14.0,1366x768,1049088.0,False,Radeon Graphics,0,False,DOS,1
150,HP 15s-fr5011TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),HP,53799,57.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
151,Lenovo V15 G4 ‎82YU00W9IN Laptop (Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,33990,56.0,AMD,Ryzen 5,7.0,4.0,8.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Radeon Graphics,0,False,Windows 11,1
152,Lenovo Legion Pro 5 161IRX9 Laptop (14th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),Lenovo,149990,69.0,Intel,Core i9,14.0,24.0,32.0,32.0,DDR5,1024,0,16.0,2560x1600,4096000.0,False,RTX 4070,8,True,Windows 11,1
153,Lenovo IdeaPad Slim 1 82R400BGIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,35490,,AMD,Ryzen 5,5.0,6.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Radeon Graphics,0,False,Windows 11,1
154,Infinix INBook Y2 Plus Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,33990,51.0,Intel,Core i5,11.0,4.0,8.0,16.0,LPDDR4X,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
155,Lenovo IdeaPad Gaming 3 82SB00Y8IN Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),Lenovo,69990,66.0,AMD,Ryzen 7,6.0,8.0,16.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
156,Xiaomi Redmi Book 14 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Xiaomi,49990,57.0,Intel,Core i5,13.0,12.0,16.0,16.0,LPDDR5,512,0,14.0,2880x1800,5184000.0,False,Integrated,0,False,Windows 11,1
157,Xiaomi Redmi Book 16 2024 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),Xiaomi,52990,57.0,Intel,Core i5,13.0,12.0,16.0,16.0,LPDDR5,512,0,16.0,2560x1600,4096000.0,False,Iris Xe Graphics,0,False,Windows 11,1
158,Samsung Galaxy Book 4 360 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),Samsung,129900,57.0,Intel,Core i7,13.0,10.0,12.0,16.0,LPDDR5,512,0,13.3,1920x1080,2073600.0,True,Iris Xe Graphics,0,False,Windows 11,1
159,Apple MacBook Pro 16 2023 Laptop (Apple M3 Max/ 36GB/ 1TB SSD/ macOS),Apple,320690,64.0,Apple,M3,,14.0,,36.0,DDR4,1024,0,16.2,3456x2234,7720704.0,False,M3 Max,0,False,Mac OS,1
160,Apple MacBook Pro 14 2023 Laptop (Apple M3 Pro/ 18GB/ 512GB SSD/ macOS),Apple,186899,54.0,Apple,M3,,11.0,,18.0,DDR4,512,0,14.2,3024x1964,5939136.0,False,M3 Pro,0,False,Mac OS,1
161,Lenovo LOQ 15APH8 82XT004KIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,98790,71.0,AMD,Ryzen 7,7.0,8.0,16.0,16.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 4060,8,True,Windows 11,1
162,Lenovo V15 G4 Laptop (AMD Athlon Silver 7120U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,24790,,AMD,Athlon,,2.0,2.0,8.0,LPDDR5,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
163,Apple MacBook Pro 14 2023 Laptop (Apple M3/ 8GB/ 512GB SSD/ macOS),Apple,154990,50.0,Apple,M3,,10.0,,8.0,DDR4,512,0,14.2,3024x1964,5939136.0,False,M3,0,False,Mac OS,1
164,Acer Aspire Lite AL15-52 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,31990,54.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
165,Gigabyte G5 MF-G2IN313SH Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Gigabyte,69990,66.0,Intel,Core i7,12.0,10.0,16.0,16.0,DDR4,512,0,15.0,1920x1080,2073600.0,False,RTX 4050,6,True,Windows 11,2
166,Lenovo V15 G4 Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),Lenovo,34821,50.0,AMD,Ryzen 5,7.0,4.0,8.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,Radeon Graphics,0,False,Windows 11,1
167,Acer Aspire 5 A515-58GM 15 2023 Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graphics),Acer,60999,61.0,Intel,Core i5,13.0,8.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,RTX 2050,4,True,Windows 11,1
168,Lenovo Yoga Slim 6 14IAP8 82WU0095IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Lenovo,63700,62.0,Intel,Core i5,12.0,12.0,16.0,16.0,LPDDR5,512,0,14.0,2240x1400,3136000.0,False,Integrated,0,False,Windows 11,1
169,Zebronics Pro Series Y ZEB-NBC 1S Laptop (11th Gen Core i3 / 8GB/ 512GB SSD/ Win11 Home),Other,23990,51.0,Intel,Core i3,11.0,4.0,8.0,8.0,LPDDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
170,Asus TUF Gaming F17 FX707ZC4-HX048WS Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),Asus,71990,66.0,Intel,Core i5,12.0,12.0,16.0,8.0,DDR5,512,0,17.3,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
171,MSI Bravo 15 B7ED-012IN Gaming Laptop (AMD Ryzen 5 7535HS/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,49990,61.0,AMD,Ryzen 5,7.0,6.0,12.0,8.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,Radeon RX6550M,4,True,Windows 11,1
172,Asus Vivobook 16 2023 X1605VA-MB947WS Laptop (13th Gen Core i9/ 16GB/ 512GB SSD/ Win11 Home),Asus,77990,65.0,Intel,Core i9,13.0,14.0,20.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,Iris Xe Graphics,0,False,Windows 11,1
173,Dell Inspiron 15 3520 IN352092K4N001ORS1 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,52499,52.0,Intel,Core i5,12.0,10.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated Graphics,0,False,Windows 11,1
174,Chuwi FreeBook Laptop (12th Gen Core i3/ 12GB/ 512GB SSD/ Win11),Chuwi,27990,,Intel,Core i3,12.0,6.0,8.0,12.0,LPDDR4,512,0,13.5,2256x1504,3393024.0,True,UHD Graphics,0,False,Windows 11,1
175,HP 15S-FQ5202TU Laptop (12th Gen Core i5/ 8 GB RAM/ 512 GB SSD/ Win 11),HP,47990,53.0,Intel,Core i5,12.0,10.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
176,Infinix INBook X3 Slim XL422 2023 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win 11 Home),Infinix,29990,,Intel,Core i3,12.0,6.0,8.0,8.0,LPDDR4X,512,0,14.0,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
177,HP Victus 15-fb0150AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,52499,68.0,AMD,Ryzen 5,5.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Radeon RX 6500M,4,True,Windows 11,1
178,Asus TUF Gaming F15 FX577ZC-HN192W Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 / 4GB Graph),Asus,84990,72.0,Intel,Core i7,12.0,14.0,20.0,16.0,DDR5,1024,0,15.6,1920x1080,2073600.0,False,RTX 3050,4,True,Windows 11,1
179,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),MSI,41990,60.0,Intel,Core i5,11.0,6.0,12.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,GTX 1650,4,True,Windows 11,2
180,Asus VivoBook 15 X1500EA-EJ326WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Asus,31990,52.0,Intel,Core i3,11.0,2.0,4.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
181,Lenovo LOQ 15IRH8 82XV00BRIN 2023 Gaming Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),Lenovo,104990,60.0,Intel,Core i7,13.0,,,16.0,DDR5,512,0,15.6,1920x1080,2073600.0,False,RTX 4060,8,True,Windows 11,1
182,HP Victus 16-D0314TX Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),HP,60200,71.0,Intel,Core i5,11.0,6.0,12.0,16.0,DDR4,512,0,16.1,1920x1080,2073600.0,False,GTX 1650,4,True,Windows 11,1
183,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),Asus,67990,62.0,Intel,Core i5,12.0,12.0,16.0,16.0,DDR4,512,0,14.0,2880x1800,5184000.0,False,Integrated,0,False,Windows 11,1
184,Acer Aspire Lite AL15 Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),Acer,36990,56.0,AMD,Ryzen 5,5.0,6.0,12.0,16.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
185,Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),Other,12990,,Intel,Celeron,,2.0,2.0,4.0,DDR4,128,0,14.1,1920x1080,2073600.0,False,UHD Graphics,0,False,Windows 11,1
186,Asus Vivobook 16X 2023 K3605ZU-MB541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),Asus,76990,69.0,Intel,Core i5,12.0,8.0,12.0,16.0,DDR4,512,0,16.0,1920x1200,2304000.0,False,RTX 4050,6,True,Windows 11,1
187,HP Pavilion Plus 14-eh1022TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11),HP,72490,64.0,Intel,Core i5,13.0,12.0,16.0,16.0,DDR4,512,0,14.0,2240x1400,3136000.0,False,Iris Xe Graphics,0,False,Windows 11,1
188,Infinix Zerobook ZL513 2023 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win 11 Home),Infinix,49990,52.0,Intel,Core i5,13.0,12.0,16.0,16.0,LPDDR5X,512,0,15.6,1920x1080,2073600.0,False,Integrated,0,False,Windows 11,1
189,Dell Latitude 3420 GD723YX17 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Ubuntu),Dell,37890,55.0,Intel,Core i5,11.0,4.0,8.0,8.0,DDR4,512,0,14.0,1366x768,1049088.0,False,UHD Graphics,0,False,Unspecified,1
190,Dell Inspiron 5630 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),Dell,72990,66.0,Intel,Core i5,13.0,12.0,16.0,16.0,LPDDR5,512,0,16.0,2560x1600,4096000.0,False,Iris Xe Graphics,0,False,Windows 11,1
191,Acer Aspire 3 A315-59 NX.K6TSI.00C Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),Acer,31990,53.0,Intel,Core i3,12.0,6.0,8.0,8.0,DDR4,512,0,15.6,1920x1080,2073600.0,False,Iris Xe Graphics,0,False,Windows 11,1
