item_id,brand,model_name,price_inr,rating,processor_brand,num_cores,processor_speed_ghz,ram_gb,storage_gb,battery_mah,display_size_in,refresh_hz,front_camera_mp,rear_camera_mp,os_brand,is_5g,is_wifi
162,iKall,iKall N3 Plus Tablet,6899,4.1,Octa,8.0,2.0,3.0,32.0,4500.0,8.0,,2.0,5.0,,False,True
163,Realme,Realme Pad Mini Tablet (6GB RAM + 128GB),13999,4.35,Tiger,8.0,2.0,6.0,128.0,6400.0,8.68,,5.0,8.0,,False,True
164,Teclast,Teclast T50 Pro Tablet,15000,4.25,Helio,8.0,2.2,8.0,256.0,8000.0,11.0,,8.0,20.0,,False,True
165,Domo,Domo Slate TAB SSM28 Tablet,7999,4.65,Helio,4.0,1.5,4.0,64.0,4020.0,8.0,,2.0,5.0,,False,True
166,Teclast,Teclast P26T Tablet,5990,4.3,Allwinner,8.0,,4.0,64.0,5000.0,10.1,,2.0,5.0,Android,False,True
167,Lenovo,Lenovo Tab M9 (4GB RAM + 64GB + LTE),10349,4.25,Helio,8.0,2.0,4.0,64.0,5100.0,9.0,,2.0,8.0,,False,True
168,Acer,Acer one 10 T9-1212L Tablet,17990,4.0,Helio,8.0,2.0,4.0,64.0,7100.0,10.1,,5.0,13.0,,False,True
169,Doogee,Doogee T30 Pro Tablet,28990,4.05,Helio,8.0,2.2,8.0,256.0,8580.0,11.0,90.0,8.0,20.0,,False,True
170,DOMO,DOMO Slate S10 DC Tablet,5499,4.5,Helio,4.0,1.3,2.0,32.0,3000.0,7.0,,2.0,5.0,,False,True
171,Xiaomi,Xiaomi Redmi Pad 2,15990,4.35,Snapdragon,8.0,2.4,3.0,64.0,8000.0,11.0,90.0,8.0,8.0,,False,True
172,Huawei,Huawei MatePad Air Tablet,32999,4.5,Snapdragon,8.0,2.84,6.0,128.0,8300.0,11.5,144.0,8.0,13.0,,False,True
173,Vaio,Vaio TL10 Tablet,28990,4.4,Tiger,8.0,2.0,8.0,128.0,7000.0,10.4,,5.0,8.0,,False,True
174,Honor,Honor Pad V8 Tablet,21999,4.6,Dimensity,8.0,,8.0,256.0,7250.0,11.0,120.0,5.0,13.0,,True,True
175,ZTE,ZTE Axon Pad Tablet,39990,4.15,Snapdragon,8.0,3.2,8.0,256.0,10000.0,12.1,120.0,8.0,13.0,Android,True,True
176,Lava,Lava Magnum XL Tablet (3GB RAM + 32GB),12494,4.1,Helio,4.0,,3.0,32.0,5900.0,10.1,,2.0,5.0,,False,True
177,Huawei,Huawei MatePad 11 2023 Tablet,25990,4.55,Snapdragon,8.0,3.2,6.0,128.0,7250.0,11.0,120.0,8.0,13.0,,False,True
178,Lenovo,Lenovo Legion Y900 Tablet,59990,4.6,Dimensity,8.0,3.05,8.0,128.0,12300.0,14.5,120.0,8.0,8.0,,True,True
179,Blackview,Blackview Tab 16,17990,4.0,(12,8.0,2.0,8.0,128.0,7680.0,11.0,,8.0,13.0,,False,True
180,Cube,Cube X Pad Tablet,24990,4.05,Dimensity,8.0,2.4,8.0,256.0,8040.0,10.58,120.0,5.0,13.0,,True,True
181,itel,itel Pad One Tablet,11765,4.1,Unisoc,4.0,,4.0,128.0,6000.0,10.1,,8.0,5.0,,False,True
182,Teclast,Teclast P25T Tablet,5999,4.4,Quad,4.0,,4.0,64.0,5000.0,10.1,,2.0,5.0,Android,False,True
183,HTC,HTC A102 Tablet,14990,4.3,Helio,8.0,,6.0,128.0,8400.0,11.0,,5.0,13.0,,False,True
184,Teclast,Teclast M40 Pro 2023 Tablet,12499,4.65,Tiger,8.0,2.0,6.0,128.0,7000.0,10.1,,5.0,8.0,,False,True
185,Chuwi,Chuwi HiPad XPro Tablet,11990,4.2,Tiger,8.0,2.0,6.0,128.0,7040.0,10.51,,8.0,13.0,,False,True
186,Nokia,Nokia T21 Tablet (Wi-Fi Only),17999,4.6,Tiger,8.0,2.0,4.0,64.0,8200.0,10.36,,8.0,8.0,,False,True
187,Realme,Realme Pad Tablet (6GB RAM + 128GB),22990,4.0,Helio,8.0,2.0,6.0,128.0,7100.0,10.4,,8.0,8.0,,False,True
188,TCL,TCL NxtPaper 12 Pro,42999,4.35,Helio,8.0,2.4,8.0,256.0,8000.0,12.2,,8.0,13.0,,True,True
189,Realme,Realme Pad Slim Tablet,25999,4.05,Helio,8.0,2.0,6.0,128.0,7100.0,10.4,,8.0,8.0,,False,True
190,Oukitel,Oukitel RT3 Tablet,12990,4.75,Helio,8.0,2.0,4.0,64.0,5150.0,8.0,,8.0,16.0,,False,True
191,Nokia,Nokia T10 Tablet (LTE+4GB+64GB),15498,4.75,Tiger,8.0,2.0,4.0,64.0,5250.0,8.0,,2.0,8.0,,False,True
192,Doogee,Doogee T20 Tablet,17990,4.5,Tiger,8.0,2.0,8.0,128.0,8500.0,10.4,,8.0,13.0,,False,True
193,Honor,Honor V8 Pro Tablet,29999,4.6,Dimensity,8.0,2.85,8.0,256.0,10050.0,12.1,144.0,5.0,13.0,,True,True
194,Oppo,Oppo Pad 2 Tablet,35990,4.15,Dimensity,8.0,3.05,8.0,256.0,9510.0,11.61,144.0,8.0,13.0,Android,False,True
195,HUAWEI,HUAWEI MatePad C7,34990,4.2,Snapdragon,8.0,2.84,6.0,128.0,7250.0,10.95,,8.0,13.0,,False,True
196,Samsung,Samsung Galaxy Tab A7 Lite Kids Edition,8999,4.55,Helio,8.0,2.4,3.0,32.0,5100.0,8.7,,2.0,8.0,,False,True
197,Doogee,Doogee T10,14499,4.75,Unisoc,8.0,2.0,8.0,128.0,8300.0,10.1,,8.0,13.0,,False,True
198,Huawei,Huawei MatePad SE 10.4,23990,4.4,Snapdragon,8.0,2.4,3.0,32.0,7250.0,10.4,,2.0,5.0,,False,True
199,Lenovo,Lenovo Tab P11 Pro 2nd Gen (Wi-Fi + 8 GB + 256 GB),32999,4.35,Kompanio,8.0,2.6,8.0,256.0,8000.0,11.2,120.0,8.0,13.0,,False,True
200,Lenovo,Lenovo Yoga Paper E Ink Tablet,29999,4.55,Helio,8.0,2.05,8.0,128.0,8500.0,11.0,,8.0,13.0,,False,True
201,Apple,Apple iPad Pro 12.9 2022 Tablet (512GB),147090,4.55,Apple,8.0,,8.0,512.0,10758.0,12.9,,12.0,12.0,iPadOS,True,True
202,Apple,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 512GB),108532,4.0,Apple,8.0,,8.0,512.0,7538.0,11.0,,12.0,12.0,iPadOS,False,True
203,Apple,Apple iPad Pro 11 2022 Tablet (512GB),118390,4.15,Apple,8.0,,8.0,512.0,7538.0,11.0,,12.0,12.0,iPadOS,True,True
204,Apple,Apple iPad Pro 11 2022 Tablet (2TB),200673,4.5,Apple,8.0,,16.0,2000.0,7538.0,11.0,,12.0,12.0,iPadOS,True,True
205,Apple,Apple iPad Pro 11 2022 Tablet (256GB),103900,4.55,Apple,8.0,,8.0,256.0,7538.0,11.0,,12.0,12.0,iPadOS,True,True
206,Apple,Apple iPad Pro 12.9 2022 Tablet (1TB),183990,4.4,Apple,8.0,,16.0,1000.0,10758.0,12.9,,12.0,12.0,iPadOS,True,True
207,Apple,Apple iPad Pro 12.9 2022 Tablet (2TB),230740,4.65,Apple,8.0,,16.0,2000.0,10758.0,12.9,,12.0,12.0,iPadOS,True,True
208,Apple,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 2TB),216191,4.15,Apple,8.0,,16.0,2000.0,10758.0,12.9,,12.0,12.0,iPadOS,False,True
209,Apple,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 1TB),147328,4.55,Apple,8.0,,16.0,1000.0,7538.0,11.0,,12.0,12.0,iPadOS,False,True
210,Apple,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 256GB),118939,4.3,Apple,8.0,,8.0,256.0,10758.0,12.9,,12.0,12.0,iPadOS,False,True
211,Apple,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 128GB),105290,4.6,Apple,8.0,,8.0,128.0,10758.0,12.9,,12.0,12.0,iPadOS,False,True
212,Apple,Apple iPad Pro 12.9 2022 Tablet (256GB),128590,4.2,Apple,8.0,,8.0,256.0,10758.0,12.9,,12.0,12.0,iPadOS,True,True
213,Apple,Apple iPad Pro 11 2022 Tablet,90390,4.0,Apple,8.0,,8.0,128.0,7538.0,11.0,,12.0,12.0,iPadOS,True,True
214,Apple,Apple iPad Pro 12.9 2022 Tablet (Wi-Fi + 512GB),133090,4.6,Apple,8.0,,8.0,512.0,10758.0,12.9,,12.0,12.0,iPadOS,False,True
215,Apple,Apple iPad Pro 11 2022 Tablet (Wi-Fi + 256GB),88990,4.75,Apple,8.0,,8.0,256.0,7538.0,11.0,,12.0,12.0,iPadOS,False,True
216,Apple,Apple iPad Pro 11 2022 Tablet (1TB),161877,4.2,Apple,8.0,,16.0,1000.0,7538.0,11.0,,12.0,12.0,iPadOS,True,True
217,Samsung,Samsung Galaxy Tab Active Pro,122846,4.25,Snapdragon,8.0,2.0,4.0,64.0,7600.0,10.1,,8.0,13.0,,False,True
218,Apple,Apple iPad Pro 10th Gen Tablet,106990,4.05,Apple,8.0,,8.0,256.0,7938.0,11.0,,12.0,12.0,iOS,True,True
219,Lenovo,Lenovo Tab M10 HD 2nd Gen Tablet (Wi-Fi + 3GB + 32GB),9999,4.4,Helio,8.0,2.0,6.0,32.0,5000.0,10.1,,5.0,8.0,,False,True
220,Nokia,Nokia T10 Tablet (Wi-Fi+4GB+64GB),10049,4.45,Tiger,8.0,2.0,4.0,64.0,5250.0,8.0,,2.0,8.0,,False,True
221,Oukitel,Oukitel RT2 Tablet,18990,4.3,Helio,8.0,2.0,8.0,128.0,20000.0,10.1,,16.0,16.0,,False,True
222,Lenovo,Lenovo M10 Plus 3rd Gen Tablet (LTE),18999,4.7,Snapdragon,8.0,2.4,6.0,128.0,7700.0,10.61,,8.0,8.0,,False,True
223,Honor,Honor Pad 8 (6GB RAM + 128GB),18494,4.5,Snapdragon,8.0,2.4,6.0,128.0,7250.0,12.0,,5.0,5.0,,False,True
224,Lenovo,Lenovo Tab M10 FHD 3rd Gen Tablet (Wi-Fi Only),10999,4.45,Tiger,8.0,1.8,4.0,64.0,5100.0,10.1,,5.0,8.0,,False,True
225,Google,Google Pixel Tablet Pro,45990,4.2,,,,8.0,128.0,7100.0,12.1,120.0,8.0,12.0,,False,True
226,iKall,iKall N15 4G Tablet (4GB RAM + 64GB),10990,4.45,Octa,8.0,2.0,4.0,64.0,6000.0,10.0,,8.0,13.0,,False,True
227,Lenovo,Lenovo Tab P11 Pro (2nd Gen),37990,4.25,Kompanio,8.0,2.6,4.0,128.0,7700.0,11.2,120.0,8.0,13.0,,False,True
228,Blackview,Blackview Tab 13,13990,4.1,Helio,8.0,2.0,6.0,128.0,7280.0,10.1,,8.0,13.0,,False,True
229,Lenovo,Lenovo Xiaoxin Pad Pro 2022,45990,4.3,Snapdragon,8.0,3.2,8.0,128.0,8200.0,11.2,120.0,8.0,8.0,,False,True
230,Xiaomi,Xiaomi Mi Pad 5 Pro 12.4 inch Tablet,35990,4.3,Snapdragon,8.0,3.2,6.0,128.0,10000.0,12.4,120.0,8.0,50.0,Android,True,True
231,Teclast,Teclast P30 Air Tablet,7990,4.15,Helio,8.0,2.0,4.0,64.0,6000.0,10.1,,5.0,8.0,,False,True
232,Xiaomi,Xiaomi Redmi Tablet,29990,4.25,Snapdragon,8.0,,6.0,128.0,7800.0,10.1,,8.0,13.0,Android,True,True
233,Samsung,Samsung Galaxy Tab A7 2022,19999,4.65,Tiger,8.0,2.0,3.0,32.0,7040.0,10.4,,5.0,8.0,,False,True
234,Realme,Realme Pad X Tablet (Wi-Fi Only),17999,4.0,Snapdragon,8.0,2.2,4.0,64.0,8340.0,10.95,,8.0,13.0,,False,True
235,Honor,Honor Tablet 8,15499,4.4,Snapdragon,8.0,2.4,4.0,128.0,7250.0,12.0,,5.0,5.0,,False,True
236,Honor,Honor Pad 8,17999,4.2,Snapdragon,8.0,2.4,4.0,128.0,7250.0,12.0,,5.0,5.0,,False,True
237,Nokia,Nokia T10 Tablet (Wi-Fi+32GB),11799,4.0,Tiger,8.0,2.0,3.0,32.0,5250.0,8.0,,2.0,8.0,,False,True
238,Nokia,Nokia T10 Tablet,10749,4.45,Tiger,8.0,2.0,3.0,32.0,5250.0,8.0,,2.0,8.0,,False,True
239,Nothing,Nothing Tab 1,26990,4.0,Octa,8.0,,6.0,128.0,7000.0,10.1,120.0,8.0,12.0,,True,True
240,Amazon,Amazon Fire 7 2022 Tablet,8990,4.6,Quad,4.0,2.0,2.0,32.0,,7.0,,2.0,2.0,,False,True
241,DOMO,DOMO Slate X17 Tablet,4999,4.2,Allwinner,4.0,1.6,2.0,32.0,3000.0,7.0,,2.0,5.0,,False,True
242,Teclast,Teclast T50 Tablet,19990,4.35,Tiger,8.0,2.0,8.0,128.0,7500.0,11.0,,8.0,20.0,,False,True
243,Samsung,Samsung Galaxy Tab Active 4 Pro,49990,4.6,Snapdragon,8.0,2.4,4.0,64.0,7600.0,10.1,,8.0,13.0,,True,True
244,Lenovo,Lenovo Tab P12 Pro (8GB RAM + 256GB),69999,4.15,Snapdragon,8.0,3.2,8.0,256.0,10200.0,12.6,120.0,8.0,13.0,,True,True
245,Lenovo,Lenovo Xiaoxin Pad 2022,39999,4.2,Snapdragon,8.0,2.4,6.0,64.0,7000.0,10.6,,8.0,8.0,,False,True
246,Huawei,Huawei MatePad 10.4 2022 Tablet,27990,4.3,Kirin,8.0,2.36,4.0,64.0,7250.0,10.4,,8.0,8.0,,False,True
247,Samsung,Samsung Galaxy Tab S6 Lite 2022 Tablet,25999,4.65,Snapdragon,8.0,2.3,4.0,64.0,7040.0,10.4,,5.0,8.0,,False,True
248,Samsung,Samsung Galaxy Tab S6 Lite 2022 Tablet (128GB),33990,4.2,Snapdragon,8.0,2.3,4.0,128.0,7040.0,10.4,,5.0,8.0,,False,True
249,Realme,Realme Pad Mini Tablet (Wi-Fi + 64GB),14494,4.15,Tiger,8.0,2.0,4.0,64.0,6400.0,8.68,,5.0,8.0,,False,True
250,Realme,Realme Pad Mini Tablet (Wi-Fi + 32GB),9999,4.2,Tiger,8.0,2.0,3.0,32.0,6400.0,8.68,,5.0,8.0,,False,True
251,iKall,iKall N7 Pro Tablet (Wi-Fi Only),3479,4.0,,,,2.0,16.0,3000.0,7.0,,0.3,2.0,Android,False,True
252,Realme,Realme Pad Mini Tablet (4GB RAM + 64GB),13999,4.45,Tiger,8.0,2.0,4.0,64.0,6400.0,8.68,,5.0,8.0,,False,True
253,Apple,Apple iPad Air 5th Gen 5G Tablet (256GB),78699,4.6,Apple,8.0,,8.0,256.0,7729.73,10.9,,12.0,12.0,iOS,True,True
254,Swipe,Swipe Slate 3 Tablet (Wi-Fi + 32GB),8999,4.55,Tiger,4.0,2.0,3.0,32.0,6000.0,10.1,,5.0,8.0,,False,True
255,Swipe,Swipe Slate 3 Tablet (Wi-Fi + 64GB),10999,4.1,Tiger,4.0,2.0,4.0,64.0,6000.0,10.1,,5.0,8.0,,False,True
256,Swipe,Swipe Slate 3 Tablet,9999,4.45,Tiger,4.0,2.0,3.0,32.0,6000.0,10.1,,5.0,8.0,,False,True
257,Samsung,Samsung Galaxy Tab S8 Ultra Tablet (Wi-Fi Only),106999,4.25,Snapdragon,8.0,3.0,12.0,256.0,11200.0,14.6,120.0,12.0,13.0,,False,True
258,Huawei,Huawei MatePad T8 LTE Tablet,6999,4.55,Helio,8.0,1.5,2.0,32.0,5100.0,8.0,,2.0,5.0,,False,True
259,Wishtel,Wishtel IRA T1020 4G Tablet,20199,4.35,Octa,8.0,2.0,8.0,128.0,8000.0,10.4,,5.0,8.0,,False,True
260,Swipe,Swipe X1 Tablet (6GB RAM + 128GB),15999,4.65,Helio,8.0,2.3,6.0,128.0,5000.0,10.1,,5.0,5.0,,False,True
261,Swipe,Swipe Strike 8 Tablet,6999,4.5,Helio,4.0,2.0,3.0,32.0,5000.0,8.0,,5.0,8.0,,False,True
262,Lenovo,Lenovo Tab M10 3rd Gen Tablet,15499,4.35,Tiger,8.0,1.8,4.0,64.0,5100.0,10.1,,5.0,8.0,,False,True
263,Samsung,Samsung Galaxy Tab A8 10.5 2021 Tablet (Wi-Fi Only),12999,4.1,Tiger,8.0,2.0,3.0,32.0,7040.0,10.5,,5.0,8.0,,False,True
264,Samsung,Samsung Galaxy Tab A8 10.5 2021 Tablet,15999,4.4,Tiger,8.0,2.0,3.0,32.0,7040.0,10.5,,5.0,8.0,,False,True
265,Wishtel,Wishtel IRA Duo Plus Tablet,17990,4.0,,,,4.0,64.0,,10.0,,2.0,8.0,Android,False,True
266,DOMO,DOMO Slate S3 Tablet,3600,4.6,Helio,4.0,1.3,1.0,8.0,3000.0,7.0,,2.0,5.0,,False,True
267,Nokia,Nokia T20 Tablet (Wi-Fi+64GB),18899,4.2,Tiger,8.0,1.8,4.0,64.0,8200.0,10.4,,5.0,8.0,,False,True
268,Nokia,Nokia T20 Tablet (Wi-Fi+32GB),15119,4.2,Tiger,8.0,1.8,3.0,32.0,8200.0,10.4,,5.0,8.0,,False,True
269,Lenovo,Lenovo Tab M7 3rd Gen Tablet (Wi-Fi+32GB),6450,4.5,Helio,8.0,2.0,2.0,32.0,3750.0,7.0,,2.0,5.0,,False,True
270,Lenovo,Lenovo Tab M8 HD 2nd Gen Tablet,6800,4.05,Helio,4.0,2.0,2.0,32.0,5000.0,8.0,,2.0,8.0,,False,True
271,Lenovo,Lenovo Tab K10 FHD 4G Tablet (4GB RAM + 64GB),13999,4.1,Helio,8.0,2.0,4.0,64.0,7500.0,10.3,,5.0,8.0,,False,True
272,Lenovo,Lenovo Tab K10 FHD Tablet (Wi-Fi + 64GB),11249,4.75,Helio,8.0,2.0,4.0,64.0,7500.0,10.3,,5.0,8.0,,False,True
273,Lenovo,Lenovo Tab K10 FHD Tablet (Wi-Fi + 32GB),9899,4.4,Helio,8.0,2.0,3.0,32.0,7500.0,10.3,,5.0,8.0,,False,True
274,Lenovo,Lenovo Tab M8 FHD 2nd Gen Tablet (Wi-Fi + 32GB),11099,4.65,Helio,8.0,2.3,3.0,32.0,5100.0,8.0,,5.0,13.0,,False,True
275,Samsung,Samsung Galaxy Tab A8 2021,20999,4.6,Exynos,8.0,1.8,4.0,64.0,5100.0,8.4,,5.0,8.0,,False,True
276,Realme,Realme Pad Tablet (Wi-Fi Only),12999,4.6,Helio,8.0,2.0,3.0,32.0,7100.0,10.4,,8.0,8.0,,False,True
277,Realme,Realme Pad Tablet (4GB RAM + 64GB),17999,4.05,Helio,8.0,2.0,4.0,64.0,7100.0,10.4,,8.0,8.0,,False,True
278,Lenovo,Lenovo Tab P11 5G,30999,4.7,Snapdragon,8.0,2.2,6.0,128.0,7500.0,11.0,,8.0,13.0,,True,True
279,iKall,iKall N17 4G Tablet,6489,4.65,Octa,8.0,1.6,3.0,32.0,4000.0,8.0,,5.0,8.0,,False,True
280,Acer,Acer One T4-82L Tablet,9999,4.1,Helio,4.0,2.0,2.0,32.0,5100.0,8.0,,2.0,8.0,,False,True
281,Nokia,Nokia T20 4G Tablet,17685,3.95,Tiger,8.0,1.8,4.0,64.0,8200.0,10.4,,5.0,8.0,,False,True
282,Lenovo,Lenovo Ideapad Duet 3 Tablet (Wi-Fi Only),19999,4.05,Celeron,2.0,1.1,4.0,128.0,6000.0,10.3,,2.0,5.0,Windows,False,True
283,Lenovo,Lenovo Tab Yoga 11 4G Tablet,17999,4.25,Helio,8.0,2.05,4.0,128.0,7500.0,11.0,,8.0,8.0,,False,True
284,Lenovo,Lenovo Tab P11 Plus,23998,4.25,Helio,8.0,2.05,6.0,128.0,7700.0,11.0,,8.0,13.0,,False,True
285,Realme,Realme Pad Tablet,13497,4.05,Helio,8.0,2.0,3.0,32.0,7100.0,10.4,,8.0,8.0,,False,True
286,Samsung,Samsung Galaxy Tab A7 Lite (Wi-Fi Only),9799,4.6,Helio,8.0,2.4,3.0,32.0,5100.0,8.7,,2.0,8.0,,False,True
287,Lenovo,Lenovo Tab M10 HD 2nd Gen Tablet (2GB RAM + 32GB),9990,4.75,Helio,8.0,2.0,2.0,32.0,5000.0,10.1,,5.0,8.0,,False,True
288,Lenovo,Lenovo Tab M10 5G 2022,24999,4.4,Snapdragon,8.0,2.0,6.0,128.0,5000.0,10.3,,5.0,8.0,,False,True
289,Apple,Apple iPad Pro 11 2021 Tablet (Wi-Fi + 2TB),165756,4.75,Apple,8.0,,16.0,2000.0,7538.0,11.0,,12.0,12.0,iOS,False,True
290,Apple,Apple iPad Pro 12.9 2021 Tablet (Wi-Fi + 1TB),157997,4.65,Apple,8.0,,16.0,1000.0,,12.9,,12.0,12.0,iOS,False,True
291,Lenovo,Lenovo Tab M10 HD 2nd Gen Tablet (Wi-Fi + 32GB),9499,4.55,Helio,8.0,2.0,2.0,32.0,5000.0,10.1,,5.0,8.0,,False,True
292,Apple,Apple iPad Pro 11 2021 Tablet (1TB),139999,4.2,Apple,8.0,,16.0,1000.0,7538.0,11.0,,12.0,12.0,iOS,True,True
293,Lenovo,Lenovo Tab M10 FHD Plus 2nd Gen Tablet (2GB RAM + 32GB),8990,4.65,Helio,8.0,2.0,2.0,32.0,5000.0,10.3,,5.0,8.0,,False,True
294,Apple,Apple iPad Pro 12.9 2021 Tablet (Wi-Fi + 2TB),192914,4.3,Apple,8.0,,16.0,2000.0,,12.9,,12.0,12.0,iOS,False,True
295,Apple,Apple iPad Pro 11 2021 Tablet (2TB),179335,4.65,Apple,8.0,,16.0,2000.0,7538.0,11.0,,12.0,12.0,iOS,True,True
296,DOMO,DOMO Slate SS4 Tablet,4739,4.0,,,,1.0,32.0,3000.0,7.0,,2.0,5.0,Android,False,True
297,Lava,Lava Aura,6799,4.4,Quad,4.0,2.0,2.0,32.0,5100.0,8.0,,5.0,8.0,,False,True
298,Lava,Lava Ivory Tablet,4998,4.05,Helio,4.0,1.3,2.0,16.0,4100.0,7.0,,2.0,5.0,Android,False,True
299,Huawei,Huawei MatePad Pro 2 5G,49990,4.0,,,,8.0,128.0,7250.0,12.6,120.0,8.0,13.0,,True,True
300,Samsung,Samsung Galaxy Tab A7 Lite,11990,4.5,Helio,8.0,2.4,3.0,32.0,5100.0,8.7,,2.0,8.0,,False,True
301,Samsung,Samsung Galaxy Tab S7 Lite Tablet,54999,4.55,Exynos,8.0,2.4,6.0,128.0,8000.0,11.0,120.0,8.0,13.0,,True,True
302,Lenovo,Lenovo Tab M10 HD 2nd Gen Tablet,14990,4.7,Helio,8.0,2.0,4.0,64.0,5000.0,10.1,,5.0,8.0,,False,True
303,Lenovo,Lenovo Ideapad Duet Chromebook (Wi-Fi Only),19999,4.5,Helio,8.0,1.99,4.0,128.0,7000.0,10.1,,2.0,8.0,,False,True
304,Lenovo,Lenovo Tab M8 FHD (2nd Gen) Tablet (2GB RAM + 32GB),6900,4.45,Helio,8.0,2.0,2.0,32.0,5100.0,8.0,,5.0,,,False,True
305,Lenovo,Lenovo Tab M8 FHD (2nd Gen) Tablet,14494,4.5,Helio,8.0,2.0,3.0,32.0,5100.0,8.0,,5.0,,,False,True
306,Apple,Apple iPad 8th Gen 10.2 2020 Tablet (WiFi+32GB),29475,4.7,Apple,6.0,2.5,3.0,32.0,,10.2,,1.2,8.0,iPadOS,False,True
307,Lenovo,Lenovo Tab M10 HD Tablet (3GB RAM + 32GB),9000,4.5,Snapdragon,8.0,1.8,3.0,32.0,4850.0,10.1,,2.0,5.0,,False,True
308,Acer,Acer One 10 T4-129L Tablet,11990,4.15,Helio,4.0,1.5,3.0,32.0,5800.0,10.0,,,5.0,,False,True
309,Lenovo,Lenovo Tab M10 HD Tablet (2GB RAM + 16GB),6897,4.65,Snapdragon,8.0,1.8,2.0,16.0,4850.0,10.1,,2.0,5.0,,False,True
310,Lenovo,Lenovo Tab M7 (2nd Gen) Tablet,6900,4.25,Helio,4.0,1.3,2.0,32.0,3500.0,7.0,,2.0,2.0,,False,True
311,Lenovo,Lenovo Tab P11 Pro,42999,4.4,Snapdragon,8.0,2.2,6.0,128.0,8600.0,11.5,,8.0,13.0,,False,True
312,Swipe,Swipe Slate 2 Tablet,8899,4.1,MT8765B,4.0,1.28,2.0,16.0,5000.0,10.1,,5.0,8.0,,False,True
313,Samsung,Samsung Galaxy Tab A7 2020,19990,4.45,Snapdragon,8.0,2.0,3.0,32.0,7040.0,10.4,,5.0,8.0,,False,True
314,Apple,Apple iPad Pro 11 2020 Tablet (1TB),120169,4.5,A12Z,8.0,2.5,6.0,1000.0,,11.0,120.0,7.0,12.0,iOS,False,True
315,iBall,iBall Slide Skye 03 Tablet,4500,4.45,Quad,4.0,1.3,1.0,8.0,2800.0,7.0,,0.3,2.0,,False,True
316,Swipe,Swipe Strike Tablet,5999,4.05,Helio,4.0,1.28,3.0,32.0,3000.0,7.0,,2.0,5.0,,False,True
317,Lenovo,Lenovo Tab V7 Tablet (2GB RAM + 16GB),7369,4.65,Snapdragon,8.0,1.8,2.0,16.0,5180.0,6.9,,5.0,13.0,,False,True
318,iKall,iKall N5 Plus Tablet,4499,4.5,Quad,4.0,1.0,2.0,16.0,3000.0,7.0,,2.0,5.0,,False,True
319,DOMO,DOMO Slate SL36 Tablet,6999,4.65,Cortex,4.0,1.5,2.0,32.0,5020.0,10.1,,5.0,8.0,,False,True
320,iBall,iBall iTAB BizniZ Tablet,9990,4.5,Cortex,8.0,1.2,2.0,32.0,7000.0,10.1,,8.0,8.0,,False,True
321,iBall,iBall iTAB BizniZ Mini Tablet,6499,4.35,Cortex,8.0,1.6,2.0,32.0,4000.0,8.0,,5.0,8.0,,False,True
322,iBall,iBall Cleo S9 Tablet,9000,4.2,Quad,4.0,1.4,2.0,16.0,3500.0,7.0,,2.0,5.0,,False,True
323,iBall,iBall iTAB Movie Z Pro,14999,4.4,SC9863A,4.0,1.6,4.0,64.0,7000.0,10.1,,8.0,13.0,,False,True
324,Lenovo,Lenovo Tab M10 (HD),8899,4.5,Snapdragon,8.0,1.8,2.0,32.0,4850.0,10.1,,2.0,5.0,,False,True
325,iKall,iKall N7 New Tablet (Wi-Fi Only),3489,4.1,Quad,4.0,1.3,2.0,16.0,3000.0,7.0,,0.3,2.0,Android,False,True
326,iKall,iKall N9 Tablet (Wi-Fi+3G+16GB),3950,4.55,Dual,2.0,1.3,2.0,16.0,3000.0,7.0,,2.0,5.0,,False,True
327,Apple,Apple iPad 10.2 Tablet,38643,4.05,Fusion,4.0,2.34,3.0,32.0,8827.0,10.2,,1.2,8.0,iOS,False,True
328,Lenovo,Lenovo Tab M8 Tablet (Wi-Fi + 32GB),6999,4.45,Helio,4.0,2.0,2.0,32.0,5000.0,8.0,,2.0,8.0,,False,True
329,Samsung,Samsung Galaxy Tab A 10.1 (WiFi + 32GB),12999,4.7,Exynos,8.0,1.8,2.0,32.0,6150.0,10.1,,5.0,8.0,,False,True
330,Samsung,Samsung Galaxy Tab A 8.0 (2019),9999,4.05,Exynos,8.0,1.8,2.0,32.0,5100.0,8.0,,5.0,8.0,,False,True
331,iKall,iKall N10 Tablet,7999,4.55,SC9832,4.0,1.2,2.0,16.0,6000.0,10.1,,2.0,5.0,,False,True
332,Lenovo,Lenovo Tab 4 10 Plus Tablet (WiFi+4G+16GB),23999,4.25,Snapdragon,8.0,2.0,3.0,16.0,7000.0,10.1,,5.0,8.0,,False,True
333,iKall,iKall N1 Tablet (8GB),4999,4.0,Quad,4.0,1.1,1.0,8.0,4000.0,8.0,,2.0,5.0,,False,True
334,iKall,iKall N5 Tablet,4094,4.1,MTK8735,4.0,1.0,2.0,16.0,3000.0,7.0,,2.0,5.0,,False,True
335,iKall,iKall N2 Tablet,3499,4.25,Single,1.0,1.2,0.512,4.0,2800.0,7.0,,0.3,2.0,,False,True
